GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF2LE001,NAME_M,AF2LM001
"G4802670","2012-2016",,,"Texas","48","Kimble County","267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kimble County, Texas",4453,"Kimble County, Texas",0
"G4802690","2012-2016",,,"Texas","48","King County","269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"King County, Texas",274,"King County, Texas",66
"G4802710","2012-2016",,,"Texas","48","Kinney County","271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kinney County, Texas",3578,"Kinney County, Texas",0
"G4802730","2012-2016",,,"Texas","48","Kleberg County","273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kleberg County, Texas",31877,"Kleberg County, Texas",0
"G4802750","2012-2016",,,"Texas","48","Knox County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Texas",3807,"Knox County, Texas",0
"G4802770","2012-2016",,,"Texas","48","Lamar County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Texas",49626,"Lamar County, Texas",0
"G4802790","2012-2016",,,"Texas","48","Lamb County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamb County, Texas",13561,"Lamb County, Texas",0
"G4802810","2012-2016",,,"Texas","48","Lampasas County","281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lampasas County, Texas",20357,"Lampasas County, Texas",0
"G4802830","2012-2016",,,"Texas","48","La Salle County","283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Salle County, Texas",7319,"La Salle County, Texas",225
"G4802850","2012-2016",,,"Texas","48","Lavaca County","285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lavaca County, Texas",19654,"Lavaca County, Texas",0
"G4802870","2012-2016",,,"Texas","48","Lee County","287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Texas",16754,"Lee County, Texas",0
"G4802890","2012-2016",,,"Texas","48","Leon County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leon County, Texas",16923,"Leon County, Texas",0
"G4802910","2012-2016",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Texas",78598,"Liberty County, Texas",0
"G4802930","2012-2016",,,"Texas","48","Limestone County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Limestone County, Texas",23469,"Limestone County, Texas",0
"G4802950","2012-2016",,,"Texas","48","Lipscomb County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lipscomb County, Texas",3507,"Lipscomb County, Texas",0
"G4802970","2012-2016",,,"Texas","48","Live Oak County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Live Oak County, Texas",11976,"Live Oak County, Texas",0
"G4802990","2012-2016",,,"Texas","48","Llano County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Llano County, Texas",19624,"Llano County, Texas",0
"G4803010","2012-2016",,,"Texas","48","Loving County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loving County, Texas",76,"Loving County, Texas",31
"G4803030","2012-2016",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lubbock County, Texas",294682,"Lubbock County, Texas",0
"G4803050","2012-2016",,,"Texas","48","Lynn County","305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynn County, Texas",5723,"Lynn County, Texas",0
"G4803070","2012-2016",,,"Texas","48","McCulloch County","307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCulloch County, Texas",8242,"McCulloch County, Texas",0
"G4803090","2012-2016",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McLennan County, Texas",243394,"McLennan County, Texas",0
"G4803110","2012-2016",,,"Texas","48","McMullen County","311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McMullen County, Texas",671,"McMullen County, Texas",128
"G4803130","2012-2016",,,"Texas","48","Madison County","313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Texas",13843,"Madison County, Texas",0
"G4803150","2012-2016",,,"Texas","48","Marion County","315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Texas",10191,"Marion County, Texas",0
"G4803170","2012-2016",,,"Texas","48","Martin County","317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Texas",5451,"Martin County, Texas",0
"G4803190","2012-2016",,,"Texas","48","Mason County","319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Texas",4064,"Mason County, Texas",0
"G4803210","2012-2016",,,"Texas","48","Matagorda County","321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matagorda County, Texas",36719,"Matagorda County, Texas",0
"G4803230","2012-2016",,,"Texas","48","Maverick County","323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maverick County, Texas",56830,"Maverick County, Texas",0
"G4803250","2012-2016",,,"Texas","48","Medina County","325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medina County, Texas",47920,"Medina County, Texas",0
"G4803270","2012-2016",,,"Texas","48","Menard County","327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menard County, Texas",2163,"Menard County, Texas",0
"G4803290","2012-2016",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Midland County, Texas",155817,"Midland County, Texas",0
"G4803310","2012-2016",,,"Texas","48","Milam County","331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milam County, Texas",24372,"Milam County, Texas",0
"G4803330","2012-2016",,,"Texas","48","Mills County","333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mills County, Texas",4871,"Mills County, Texas",0
"G4803350","2012-2016",,,"Texas","48","Mitchell County","335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Texas",8995,"Mitchell County, Texas",0
"G4803370","2012-2016",,,"Texas","48","Montague County","337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montague County, Texas",19384,"Montague County, Texas",0
"G4803390","2012-2016",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Texas",518849,"Montgomery County, Texas",0
"G4803410","2012-2016",,,"Texas","48","Moore County","341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moore County, Texas",22186,"Moore County, Texas",0
"G4803430","2012-2016",,,"Texas","48","Morris County","343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, Texas",12653,"Morris County, Texas",0
"G4803450","2012-2016",,,"Texas","48","Motley County","345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motley County, Texas",1022,"Motley County, Texas",114
"G4803470","2012-2016",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nacogdoches County, Texas",65556,"Nacogdoches County, Texas",0
"G4803490","2012-2016",,,"Texas","48","Navarro County","349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Navarro County, Texas",48177,"Navarro County, Texas",0
"G4803510","2012-2016",,,"Texas","48","Newton County","351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Texas",14138,"Newton County, Texas",0
"G4803530","2012-2016",,,"Texas","48","Nolan County","353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nolan County, Texas",15017,"Nolan County, Texas",0
"G4803550","2012-2016",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nueces County, Texas",355667,"Nueces County, Texas",0
"G4803570","2012-2016",,,"Texas","48","Ochiltree County","357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ochiltree County, Texas",10577,"Ochiltree County, Texas",0
"G4803590","2012-2016",,,"Texas","48","Oldham County","359",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oldham County, Texas",2069,"Oldham County, Texas",0
"G4803610","2012-2016",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Texas",83751,"Orange County, Texas",0
"G4803630","2012-2016",,,"Texas","48","Palo Pinto County","363",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palo Pinto County, Texas",27922,"Palo Pinto County, Texas",0
"G4803650","2012-2016",,,"Texas","48","Panola County","365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Panola County, Texas",23771,"Panola County, Texas",0
"G4803670","2012-2016",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parker County, Texas",123601,"Parker County, Texas",0
"G4803690","2012-2016",,,"Texas","48","Parmer County","369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parmer County, Texas",9921,"Parmer County, Texas",0
"G4803710","2012-2016",,,"Texas","48","Pecos County","371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pecos County, Texas",15826,"Pecos County, Texas",0
"G4803730","2012-2016",,,"Texas","48","Polk County","373",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Texas",46583,"Polk County, Texas",0
"G4803750","2012-2016",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Potter County, Texas",121883,"Potter County, Texas",0
"G4803770","2012-2016",,,"Texas","48","Presidio County","377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Presidio County, Texas",7144,"Presidio County, Texas",0
"G4803790","2012-2016",,,"Texas","48","Rains County","379",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rains County, Texas",11087,"Rains County, Texas",0
"G4803810","2012-2016",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randall County, Texas",128603,"Randall County, Texas",0
"G4803830","2012-2016",,,"Texas","48","Reagan County","383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reagan County, Texas",3625,"Reagan County, Texas",0
"G4803850","2012-2016",,,"Texas","48","Real County","385",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Real County, Texas",3348,"Real County, Texas",0
"G4803870","2012-2016",,,"Texas","48","Red River County","387",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red River County, Texas",12455,"Red River County, Texas",0
"G4803890","2012-2016",,,"Texas","48","Reeves County","389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reeves County, Texas",14438,"Reeves County, Texas",0
"G4803910","2012-2016",,,"Texas","48","Refugio County","391",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Refugio County, Texas",7315,"Refugio County, Texas",0
"G4803930","2012-2016",,,"Texas","48","Roberts County","393",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roberts County, Texas",939,"Roberts County, Texas",102
"G4803950","2012-2016",,,"Texas","48","Robertson County","395",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robertson County, Texas",16537,"Robertson County, Texas",0
"G4803970","2012-2016",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockwall County, Texas",88010,"Rockwall County, Texas",0
"G4803990","2012-2016",,,"Texas","48","Runnels County","399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Runnels County, Texas",10411,"Runnels County, Texas",0
"G4804010","2012-2016",,,"Texas","48","Rusk County","401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rusk County, Texas",53197,"Rusk County, Texas",0
"G4804030","2012-2016",,,"Texas","48","Sabine County","403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sabine County, Texas",10367,"Sabine County, Texas",0
"G4804050","2012-2016",,,"Texas","48","San Augustine County","405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Augustine County, Texas",8556,"San Augustine County, Texas",0
"G4804070","2012-2016",,,"Texas","48","San Jacinto County","407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Jacinto County, Texas",27172,"San Jacinto County, Texas",0
"G4804090","2012-2016",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Patricio County, Texas",66706,"San Patricio County, Texas",0
"G4804110","2012-2016",,,"Texas","48","San Saba County","411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Saba County, Texas",5881,"San Saba County, Texas",0
"G4804130","2012-2016",,,"Texas","48","Schleicher County","413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schleicher County, Texas",3171,"Schleicher County, Texas",0
"G4804150","2012-2016",,,"Texas","48","Scurry County","415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scurry County, Texas",17314,"Scurry County, Texas",0
"G4804170","2012-2016",,,"Texas","48","Shackelford County","417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shackelford County, Texas",3323,"Shackelford County, Texas",0
"G4804190","2012-2016",,,"Texas","48","Shelby County","419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Texas",25705,"Shelby County, Texas",0
"G4804210","2012-2016",,,"Texas","48","Sherman County","421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Texas",3069,"Sherman County, Texas",0
"G4804230","2012-2016",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smith County, Texas",219745,"Smith County, Texas",0
"G4804250","2012-2016",,,"Texas","48","Somervell County","425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somervell County, Texas",8673,"Somervell County, Texas",0
"G4804270","2012-2016",,,"Texas","48","Starr County","427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Starr County, Texas",63008,"Starr County, Texas",0
"G4804290","2012-2016",,,"Texas","48","Stephens County","429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephens County, Texas",9787,"Stephens County, Texas",0
"G4804310","2012-2016",,,"Texas","48","Sterling County","431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sterling County, Texas",1233,"Sterling County, Texas",145
"G4804330","2012-2016",,,"Texas","48","Stonewall County","433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stonewall County, Texas",1233,"Stonewall County, Texas",195
"G4804350","2012-2016",,,"Texas","48","Sutton County","435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutton County, Texas",3936,"Sutton County, Texas",0
"G4804370","2012-2016",,,"Texas","48","Swisher County","437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swisher County, Texas",7639,"Swisher County, Texas",0
"G4804390","2012-2016",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tarrant County, Texas",1947529,"Tarrant County, Texas",0
"G4804410","2012-2016",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Texas",135234,"Taylor County, Texas",0
"G4804430","2012-2016",,,"Texas","48","Terrell County","443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terrell County, Texas",778,"Terrell County, Texas",201
"G4804450","2012-2016",,,"Texas","48","Terry County","445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terry County, Texas",12724,"Terry County, Texas",0
"G4804470","2012-2016",,,"Texas","48","Throckmorton County","447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Throckmorton County, Texas",1520,"Throckmorton County, Texas",135
"G4804490","2012-2016",,,"Texas","48","Titus County","449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Titus County, Texas",32592,"Titus County, Texas",0
"G4804510","2012-2016",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tom Green County, Texas",116264,"Tom Green County, Texas",0
"G4804530","2012-2016",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Travis County, Texas",1148176,"Travis County, Texas",0
"G4804550","2012-2016",,,"Texas","48","Trinity County","455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, Texas",14360,"Trinity County, Texas",0
"G4804570","2012-2016",,,"Texas","48","Tyler County","457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyler County, Texas",21371,"Tyler County, Texas",0
"G4804590","2012-2016",,,"Texas","48","Upshur County","459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upshur County, Texas",40295,"Upshur County, Texas",0
"G4804610","2012-2016",,,"Texas","48","Upton County","461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upton County, Texas",3475,"Upton County, Texas",0
"G4804630","2012-2016",,,"Texas","48","Uvalde County","463",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Uvalde County, Texas",27055,"Uvalde County, Texas",0
"G4804650","2012-2016",,,"Texas","48","Val Verde County","465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Val Verde County, Texas",48862,"Val Verde County, Texas",0
"G4804670","2012-2016",,,"Texas","48","Van Zandt County","467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Zandt County, Texas",53070,"Van Zandt County, Texas",0
"G4804690","2012-2016",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Victoria County, Texas",90989,"Victoria County, Texas",0
"G4804710","2012-2016",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Texas",69926,"Walker County, Texas",0
"G4804730","2012-2016",,,"Texas","48","Waller County","473",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waller County, Texas",47049,"Waller County, Texas",0
"G4804750","2012-2016",,,"Texas","48","Ward County","475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ward County, Texas",11396,"Ward County, Texas",0
"G4804770","2012-2016",,,"Texas","48","Washington County","477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Texas",34544,"Washington County, Texas",0
"G4804790","2012-2016",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webb County, Texas",266006,"Webb County, Texas",0
"G4804810","2012-2016",,,"Texas","48","Wharton County","481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wharton County, Texas",41377,"Wharton County, Texas",0
"G4804830","2012-2016",,,"Texas","48","Wheeler County","483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Texas",5642,"Wheeler County, Texas",0
"G4804850","2012-2016",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wichita County, Texas",132148,"Wichita County, Texas",0
"G4804870","2012-2016",,,"Texas","48","Wilbarger County","487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilbarger County, Texas",13061,"Wilbarger County, Texas",0
"G4804890","2012-2016",,,"Texas","48","Willacy County","489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Willacy County, Texas",21944,"Willacy County, Texas",0
"G4804910","2012-2016",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamson County, Texas",490619,"Williamson County, Texas",0
"G4804930","2012-2016",,,"Texas","48","Wilson County","493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, Texas",46444,"Wilson County, Texas",0
"G4804950","2012-2016",,,"Texas","48","Winkler County","495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winkler County, Texas",7723,"Winkler County, Texas",0
"G4804970","2012-2016",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wise County, Texas",62089,"Wise County, Texas",0
"G4804990","2012-2016",,,"Texas","48","Wood County","499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wood County, Texas",43198,"Wood County, Texas",0
"G4805010","2012-2016",,,"Texas","48","Yoakum County","501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yoakum County, Texas",8316,"Yoakum County, Texas",0
"G4805030","2012-2016",,,"Texas","48","Young County","503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Young County, Texas",18275,"Young County, Texas",0
"G4805050","2012-2016",,,"Texas","48","Zapata County","505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zapata County, Texas",14335,"Zapata County, Texas",0
"G4805070","2012-2016",,,"Texas","48","Zavala County","507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zavala County, Texas",12107,"Zavala County, Texas",0
"G4900010","2012-2016",,,"Utah","49","Beaver County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaver County, Utah",6437,"Beaver County, Utah",0
"G4900030","2012-2016",,,"Utah","49","Box Elder County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Box Elder County, Utah",51528,"Box Elder County, Utah",0
"G4900050","2012-2016",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cache County, Utah",118824,"Cache County, Utah",0
"G4900070","2012-2016",,,"Utah","49","Carbon County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carbon County, Utah",20733,"Carbon County, Utah",0
"G4900090","2012-2016",,,"Utah","49","Daggett County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daggett County, Utah",751,"Daggett County, Utah",148
"G4900110","2012-2016",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davis County, Utah",329292,"Davis County, Utah",0
"G4900130","2012-2016",,,"Utah","49","Duchesne County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duchesne County, Utah",20078,"Duchesne County, Utah",0
"G4900150","2012-2016",,,"Utah","49","Emery County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emery County, Utah",10570,"Emery County, Utah",0
"G4900170","2012-2016",,,"Utah","49","Garfield County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Utah",5020,"Garfield County, Utah",0
"G4900190","2012-2016",,,"Utah","49","Grand County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Utah",9428,"Grand County, Utah",0
"G4900210","2012-2016",,,"Utah","49","Iron County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iron County, Utah",47751,"Iron County, Utah",0
"G4900230","2012-2016",,,"Utah","49","Juab County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juab County, Utah",10507,"Juab County, Utah",0
"G4900250","2012-2016",,,"Utah","49","Kane County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kane County, Utah",7216,"Kane County, Utah",0
"G4900270","2012-2016",,,"Utah","49","Millard County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Millard County, Utah",12604,"Millard County, Utah",0
"G4900290","2012-2016",,,"Utah","49","Morgan County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Utah",10645,"Morgan County, Utah",0
"G4900310","2012-2016",,,"Utah","49","Piute County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piute County, Utah",1859,"Piute County, Utah",148
"G4900330","2012-2016",,,"Utah","49","Rich County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rich County, Utah",2284,"Rich County, Utah",0
"G4900350","2012-2016",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salt Lake County, Utah",1092518,"Salt Lake County, Utah",0
"G4900370","2012-2016",,,"Utah","49","San Juan County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, Utah",15540,"San Juan County, Utah",0
"G4900390","2012-2016",,,"Utah","49","Sanpete County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanpete County, Utah",28551,"Sanpete County, Utah",0
"G4900410","2012-2016",,,"Utah","49","Sevier County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Utah",20913,"Sevier County, Utah",0
"G4900430","2012-2016",,,"Utah","49","Summit County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Summit County, Utah",39009,"Summit County, Utah",0
"G4900450","2012-2016",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tooele County, Utah",61986,"Tooele County, Utah",0
"G4900470","2012-2016",,,"Utah","49","Uintah County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Uintah County, Utah",36308,"Uintah County, Utah",0
"G4900490","2012-2016",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Utah County, Utah",564177,"Utah County, Utah",0
"G4900510","2012-2016",,,"Utah","49","Wasatch County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wasatch County, Utah",27895,"Wasatch County, Utah",0
"G4900530","2012-2016",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Utah",151959,"Washington County, Utah",0
"G4900550","2012-2016",,,"Utah","49","Wayne County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Utah",2716,"Wayne County, Utah",0
"G4900570","2012-2016",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Weber County, Utah",241328,"Weber County, Utah",0
"G5000010","2012-2016",,,"Vermont","50","Addison County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Addison County, Vermont",36926,"Addison County, Vermont",0
"G5000030","2012-2016",,,"Vermont","50","Bennington County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bennington County, Vermont",36503,"Bennington County, Vermont",0
"G5000050","2012-2016",,,"Vermont","50","Caledonia County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caledonia County, Vermont",30859,"Caledonia County, Vermont",0
"G5000070","2012-2016",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chittenden County, Vermont",160510,"Chittenden County, Vermont",0
"G5000090","2012-2016",,,"Vermont","50","Essex County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, Vermont",6173,"Essex County, Vermont",0
"G5000110","2012-2016",,,"Vermont","50","Franklin County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Vermont",48625,"Franklin County, Vermont",0
"G5000130","2012-2016",,,"Vermont","50","Grand Isle County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Isle County, Vermont",6945,"Grand Isle County, Vermont",0
"G5000150","2012-2016",,,"Vermont","50","Lamoille County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamoille County, Vermont",25136,"Lamoille County, Vermont",0
"G5000170","2012-2016",,,"Vermont","50","Orange County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Vermont",28897,"Orange County, Vermont",0
"G5000190","2012-2016",,,"Vermont","50","Orleans County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orleans County, Vermont",27076,"Orleans County, Vermont",0
"G5000210","2012-2016",,,"Vermont","50","Rutland County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rutland County, Vermont",60133,"Rutland County, Vermont",0
"G5000230","2012-2016",,,"Vermont","50","Washington County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Vermont",58963,"Washington County, Vermont",0
"G5000250","2012-2016",,,"Vermont","50","Windham County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Windham County, Vermont",43609,"Windham County, Vermont",0
